dataset: ALLAML | 2 classes | 7129 features | deivce: cpu
epoch 111 | train ACC 100.0 % | test ACC 72.4138 % | train loss 0.006
epoch 121 | train ACC 100.0 % | test ACC 70.6897 % | train loss 0.006
epoch 131 | train ACC 92.8571 % | test ACC 72.4138 % | train loss 0.006
epoch 141 | train ACC 100.0 % | test ACC 75.8621 % | train loss 0.006
epoch 151 | train ACC 100.0 % | test ACC 70.6897 % | train loss 0.006
epoch 161 | train ACC 92.8571 % | test ACC 75.8621 % | train loss 0.006
epoch 171 | train ACC 100.0 % | test ACC 68.9655 % | train loss 0.0059
epoch 181 | train ACC 92.8571 % | test ACC 79.3103 % | train loss 0.0059
epoch 191 | train ACC 100.0 % | test ACC 63.7931 % | train loss 0.0059
1layers, Final test  ACC: 68.9655 %
hd:16, dp:0.8, wd:0.005, layer 2 
epoch 1 | train ACC 57.1429 % | test ACC 60.3448 % | train loss 0.0129
epoch 11 | train ACC 100.0 % | test ACC 72.4138 % | train loss 0.0079
epoch 21 | train ACC 92.8571 % | test ACC 53.4483 % | train loss 0.0199
epoch 31 | train ACC 85.7143 % | test ACC 55.1724 % | train loss 0.0126
epoch 41 | train ACC 85.7143 % | test ACC 75.8621 % | train loss 0.0193
epoch 51 | train ACC 85.7143 % | test ACC 58.6207 % | train loss 0.0127
epoch 61 | train ACC 85.7143 % | test ACC 55.1724 % | train loss 0.0122
epoch 71 | train ACC 85.7143 % | test ACC 56.8965 % | train loss 0.0171
epoch 81 | train ACC 100.0 % | test ACC 51.7241 % | train loss 0.0103
epoch 91 | train ACC 71.4286 % | test ACC 63.7931 % | train loss 0.0149
epoch 101 | train ACC 85.7143 % | test ACC 53.4483 % | train loss 0.0192
epoch 111 | train ACC 92.8571 % | test ACC 68.9655 % | train loss 0.0144
epoch 121 | train ACC 50.0 % | test ACC 48.2759 % | train loss 0.0161
epoch 131 | train ACC 50.0 % | test ACC 63.7931 % | train loss 0.0169
epoch 141 | train ACC 85.7143 % | test ACC 46.5517 % | train loss 0.0132
epoch 151 | train ACC 78.5714 % | test ACC 55.1724 % | train loss 0.0146
epoch 161 | train ACC 92.8571 % | test ACC 60.3448 % | train loss 0.0139
epoch 171 | train ACC 78.5714 % | test ACC 50.0 % | train loss 0.0113
epoch 181 | train ACC 85.7143 % | test ACC 50.0 % | train loss 0.0151
epoch 191 | train ACC 85.7143 % | test ACC 67.2414 % | train loss 0.0116
2layers, Final test  ACC: 60.3448 %
hd:16, dp:0.8, wd:0.005, layer 3 
epoch 1 | train ACC 50.0 % | test ACC 36.2069 % | train loss 0.0491
epoch 11 | train ACC 57.1429 % | test ACC 55.1724 % | train loss 0.01
epoch 21 | train ACC 78.5714 % | test ACC 46.5517 % | train loss 0.0126
epoch 31 | train ACC 78.5714 % | test ACC 67.2414 % | train loss 0.0119
epoch 41 | train ACC 85.7143 % | test ACC 46.5517 % | train loss 0.012
epoch 51 | train ACC 64.2857 % | test ACC 41.3793 % | train loss 0.0123
epoch 61 | train ACC 78.5714 % | test ACC 56.8966 % | train loss 0.0119
epoch 71 | train ACC 78.5714 % | test ACC 44.8276 % | train loss 0.0102
epoch 81 | train ACC 78.5714 % | test ACC 53.4483 % | train loss 0.0097
epoch 91 | train ACC 78.5714 % | test ACC 43.1034 % | train loss 0.0111
epoch 101 | train ACC 71.4286 % | test ACC 43.1035 % | train loss 0.0111
epoch 111 | train ACC 78.5714 % | test ACC 43.1034 % | train loss 0.0104
epoch 121 | train ACC 78.5714 % | test ACC 56.8965 % | train loss 0.0225
epoch 131 | train ACC 71.4286 % | test ACC 65.5172 % | train loss 0.0222
epoch 141 | train ACC 78.5714 % | test ACC 56.8965 % | train loss 0.0146
epoch 151 | train ACC 78.5714 % | test ACC 60.3448 % | train loss 0.0153
epoch 161 | train ACC 85.7143 % | test ACC 56.8966 % | train loss 0.0191
epoch 171 | train ACC 85.7143 % | test ACC 70.6897 % | train loss 0.0154
epoch 181 | train ACC 78.5714 % | test ACC 46.5517 % | train loss 0.0145
epoch 191 | train ACC 92.8571 % | test ACC 72.4138 % | train loss 0.0126
3layers, Final test  ACC: 56.8965 %
hd:16, dp:0.8, wd:0.005, layer 4 
epoch 1 | train ACC 50.0 % | test ACC 50.0 % | train loss 0.0124
epoch 11 | train ACC 64.2857 % | test ACC 60.3448 % | train loss 0.0096
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0158
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0202
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0167
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0167
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0153
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0166
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0123
epoch 91 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0119
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0105
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0148
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0116
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0131
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0135
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0094
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.011
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0094
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0097
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0125
4layers, Final test  ACC: 65.5172 %
hd:16, dp:0.8, wd:0.005, layer 5 
epoch 1 | train ACC 35.7143 % | test ACC 31.0345 % | train loss 0.0206
epoch 11 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0094
epoch 21 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.0114
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.012
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0133
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0143
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.012
epoch 71 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.0123
epoch 81 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.0097
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0101
epoch 101 | train ACC 71.4286 % | test ACC 44.8276 % | train loss 0.0134
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0097
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0115
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0094
epoch 141 | train ACC 71.4286 % | test ACC 65.5172 % | train loss 0.0095
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0097
epoch 161 | train ACC 78.5714 % | test ACC 65.5172 % | train loss 0.0088
epoch 171 | train ACC 78.5714 % | test ACC 70.6897 % | train loss 0.0094
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0118
epoch 191 | train ACC 71.4286 % | test ACC 62.069 % | train loss 0.0128
5layers, Final test  ACC: 65.5172 %
hd:16, dp:0.8, wd:0.005, layer 6 
epoch 1 | train ACC 71.4286 % | test ACC 70.6897 % | train loss 0.0111
epoch 11 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0094
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0102
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0096
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0095
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0101
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0101
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0112
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0103
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0101
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0091
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0104
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0099
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.009
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0112
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0107
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0092
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.01
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0091
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0085
6layers, Final test  ACC: 65.5172 %
hd:16, dp:0.8, wd:0.005, layer 7 
epoch 1 | train ACC 35.7143 % | test ACC 34.4828 % | train loss 0.0134
epoch 11 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0116
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0104
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.01
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0101
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0098
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0078
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.008
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0076
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0078
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0082
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0081
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0077
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0115
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0115
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0088
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0096
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0105
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0086
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0086
7layers, Final test  ACC: 65.5172 %
hd:16, dp:0.8, wd:0.005, layer 8 
epoch 1 | train ACC 57.1429 % | test ACC 63.7931 % | train loss 0.0117
epoch 11 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0101
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0114
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0106
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0101
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0086
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0088
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0081
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0082
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0079
epoch 101 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0082
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0074
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0096
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0109
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0107
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0088
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0099
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0095
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0076
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0098
8layers, Final test  ACC: 65.5172 %
Layer 1, Acc:0.6896551847457886, F:0.75, Pr:0.75, Auc:0.7243, Rec:0.75
Layer 2, Acc:0.6034482717514038, F:0.6439, Pr:0.6389, Auc:0.686, Rec:0.6389
Layer 3, Acc:0.568965494632721, F:0.6337, Pr:0.625, Auc:0.6285, Rec:0.625
Layer 4, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 5, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 6, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 7, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 8, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 1, max_Acc:68.965518, F:0.75, Pr:0.75, Auc:0.7243, Rec:0.75
hd:16, dp:0.8, wd:0.05, layer 1 
epoch 1 | train ACC 71.4286 % | test ACC 51.7241 % | train loss 0.0083
epoch 11 | train ACC 100.0 % | test ACC 55.1724 % | train loss 0.0058
epoch 21 | train ACC 92.8571 % | test ACC 77.5862 % | train loss 0.0069
epoch 31 | train ACC 100.0 % | test ACC 74.1379 % | train loss 0.0073
epoch 41 | train ACC 100.0 % | test ACC 74.1379 % | train loss 0.0067
epoch 51 | train ACC 92.8571 % | test ACC 72.4138 % | train loss 0.0061
epoch 61 | train ACC 100.0 % | test ACC 74.1379 % | train loss 0.0058
epoch 71 | train ACC 100.0 % | test ACC 70.6897 % | train loss 0.0056
epoch 81 | train ACC 100.0 % | test ACC 74.1379 % | train loss 0.0056
epoch 91 | train ACC 100.0 % | test ACC 53.4483 % | train loss 0.0057
epoch 101 | train ACC 92.8571 % | test ACC 75.8621 % | train loss 0.0063
epoch 111 | train ACC 100.0 % | test ACC 65.5172 % | train loss 0.0057
epoch 121 | train ACC 100.0 % | test ACC 79.3103 % | train loss 0.0065
epoch 131 | train ACC 92.8571 % | test ACC 63.7931 % | train loss 0.0167
epoch 141 | train ACC 92.8571 % | test ACC 74.1379 % | train loss 0.0208
epoch 151 | train ACC 100.0 % | test ACC 72.4138 % | train loss 0.0203
epoch 161 | train ACC 92.8571 % | test ACC 67.2414 % | train loss 0.0184
epoch 171 | train ACC 92.8571 % | test ACC 62.069 % | train loss 0.0163
epoch 181 | train ACC 100.0 % | test ACC 74.1379 % | train loss 0.0146
epoch 191 | train ACC 92.8571 % | test ACC 67.2414 % | train loss 0.0131
1layers, Final test  ACC: 70.6897 %
hd:16, dp:0.8, wd:0.05, layer 2 
epoch 1 | train ACC 71.4286 % | test ACC 62.069 % | train loss 0.0319
epoch 11 | train ACC 71.4286 % | test ACC 56.8965 % | train loss 0.0306
epoch 21 | train ACC 85.7143 % | test ACC 74.1379 % | train loss 0.0502
epoch 31 | train ACC 78.5714 % | test ACC 72.4138 % | train loss 0.0347
epoch 41 | train ACC 100.0 % | test ACC 67.2414 % | train loss 0.0323
epoch 51 | train ACC 92.8571 % | test ACC 70.6897 % | train loss 0.0253
epoch 61 | train ACC 71.4286 % | test ACC 60.3448 % | train loss 0.0249
epoch 71 | train ACC 57.1429 % | test ACC 67.2414 % | train loss 0.0314
epoch 81 | train ACC 71.4286 % | test ACC 60.3448 % | train loss 0.0239
epoch 91 | train ACC 71.4286 % | test ACC 53.4483 % | train loss 0.0193
epoch 101 | train ACC 85.7143 % | test ACC 79.3103 % | train loss 0.0251
epoch 111 | train ACC 85.7143 % | test ACC 67.2414 % | train loss 0.0409
epoch 121 | train ACC 50.0 % | test ACC 39.6552 % | train loss 0.0351
epoch 131 | train ACC 71.4286 % | test ACC 51.7241 % | train loss 0.0345
epoch 141 | train ACC 78.5714 % | test ACC 56.8965 % | train loss 0.0294
epoch 151 | train ACC 71.4286 % | test ACC 46.5517 % | train loss 0.0285
epoch 161 | train ACC 71.4286 % | test ACC 48.2759 % | train loss 0.0282
epoch 171 | train ACC 50.0 % | test ACC 51.7241 % | train loss 0.0243
epoch 181 | train ACC 85.7143 % | test ACC 58.6207 % | train loss 0.0277
epoch 191 | train ACC 78.5714 % | test ACC 56.8966 % | train loss 0.0247
2layers, Final test  ACC: 53.4483 %
hd:16, dp:0.8, wd:0.05, layer 3 
epoch 1 | train ACC 64.2857 % | test ACC 39.6552 % | train loss 0.0289
epoch 11 | train ACC 50.0 % | test ACC 48.2759 % | train loss 0.0318
epoch 21 | train ACC 50.0 % | test ACC 53.4483 % | train loss 0.0388
epoch 31 | train ACC 85.7143 % | test ACC 53.4483 % | train loss 0.0317
epoch 41 | train ACC 78.5714 % | test ACC 56.8965 % | train loss 0.0322
epoch 51 | train ACC 64.2857 % | test ACC 58.6207 % | train loss 0.0304
epoch 61 | train ACC 85.7143 % | test ACC 60.3448 % | train loss 0.0304
epoch 71 | train ACC 42.8571 % | test ACC 50.0 % | train loss 0.3852
epoch 81 | train ACC 78.5714 % | test ACC 53.4483 % | train loss 0.0351
epoch 91 | train ACC 78.5714 % | test ACC 50.0 % | train loss 0.0384
epoch 101 | train ACC 78.5714 % | test ACC 65.5172 % | train loss 0.0421
epoch 111 | train ACC 71.4286 % | test ACC 58.6207 % | train loss 0.042
epoch 121 | train ACC 64.2857 % | test ACC 51.7241 % | train loss 0.0385
epoch 131 | train ACC 71.4286 % | test ACC 48.2759 % | train loss 0.037
epoch 141 | train ACC 78.5714 % | test ACC 51.7241 % | train loss 0.0401
epoch 151 | train ACC 78.5714 % | test ACC 46.5517 % | train loss 0.0339
epoch 161 | train ACC 78.5714 % | test ACC 58.6207 % | train loss 0.0369
epoch 171 | train ACC 57.1429 % | test ACC 53.4483 % | train loss 0.0474
epoch 181 | train ACC 64.2857 % | test ACC 55.1724 % | train loss 0.0485
epoch 191 | train ACC 78.5714 % | test ACC 50.0 % | train loss 0.0459
3layers, Final test  ACC: 51.7241 %
hd:16, dp:0.8, wd:0.05, layer 4 
epoch 1 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0308
epoch 11 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0213
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0222
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.016
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0168
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0193
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0143
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0134
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0146
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.012
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0112
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0085
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0104
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0129
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0129
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0108
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.009
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.021
epoch 181 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0232
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0158
4layers, Final test  ACC: 65.5172 %
hd:16, dp:0.8, wd:0.05, layer 5 
epoch 1 | train ACC 85.7143 % | test ACC 60.3448 % | train loss 0.0307
epoch 11 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0254
epoch 21 | train ACC 21.4286 % | test ACC 63.7931 % | train loss 0.0337
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0274
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0235
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0166
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0143
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0139
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0145
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0145
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0139
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.01
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0101
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0109
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0088
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0136
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0139
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0121
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0102
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0081
5layers, Final test  ACC: 65.5172 %
hd:16, dp:0.8, wd:0.05, layer 6 
epoch 1 | train ACC 35.7143 % | test ACC 34.4828 % | train loss 0.0345
epoch 11 | train ACC 64.2857 % | test ACC 62.069 % | train loss 0.0304
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0243
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0174
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0132
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0117
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0113
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0106
epoch 81 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0099
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0095
epoch 101 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.008
